,Activity,Age,Country,Fatal (Y/N),Sex,Type,Decade
2848,Diving,67,USA,,M,Not confirmed,1980
2849,Fishing,13,USA,N,F,Unprovoked,1980
2850,Surfing,15,USA,N,M,Unprovoked,1980
2851,Several,26,USA,N,,Boat,1980
2852,Playing,10,USA,N,F,Unprovoked,1980
2854,Surfing,26,USA,N,M,Unprovoked,1980
2856,Surfing,25,USA,N,M,Unprovoked,1980
2858,Diving,29,USA,N,M,Unprovoked,1980
2859,Surfing,16,USA,N,M,Unprovoked,1980
2871,Surfing,13,USA,N,M,Unprovoked,1980
2872,Several,29,USA,N,M,Provoked,1980
2873,Swimming,22,USA,,M,Not confirmed,1980
2874,Surfing,23,USA,N,F,Unprovoked,1980
2875,Fishing,77,USA,,F,Not confirmed,1980
2876,Surfing,15,USA,N,M,Unprovoked,1980
2877,Surfing,25,USA,N,M,Unprovoked,1980
2878,Diving,26,USA,N,M,Unprovoked,1980
2879,Surfing,17,USA,N,M,Unprovoked,1980
2880,Swimming,26,USA,N,M,Unprovoked,1980
2881,Surfing,16,USA,N,M,Unprovoked,1980
2882,Swimming,26,USA,U,,Unprovoked,1980
2883,Fishing,26,USA,N,M,Unprovoked,1980
2884,Several,28,USA,Y,M,Unprovoked,1980
2886,Boat,31,USA,,F,Not confirmed,1980
2888,Swimming,13,USA,N,F,Unprovoked,1980
2889,Swimming,18,USA,N,F,Unprovoked,1980
2891,Fishing,30,USA,N,M,Unprovoked,1980
2894,Several,13,USA,N,F,Unprovoked,1980
2907,Several,26,USA,N,M,Provoked,1980
2908,Surfing,26,USA,N,M,Unprovoked,1980
2910,Surfing,17,USA,N,M,Unprovoked,1980
2916,Surfing,15,USA,N,M,Unprovoked,1980
2918,Surfing,16,USA,N,M,Unprovoked,1980
2919,Fishing,20,USA,N,M,Unprovoked,1980
2920,Several,15,USA,N,M,Unprovoked,1980
2921,Surfing,26,USA,N,M,Unprovoked,1980
2923,Swimming,14,USA,N,F,Unprovoked,1980
2924,Several,14,USA,N,M,Provoked,1980
2925,Diving,22,USA,N,F,Unprovoked,1980
2926,Fishing,26,USA,N,,Boat,1980
2931,Surfing,39,USA,N,F,Unprovoked,1980
2933,Floating,17,USA,N,M,Unprovoked,1980
2934,Swimming,42,USA,N,M,Unprovoked,1980
2936,Surfing,21,USA,N,M,Unprovoked,1980
2940,Several,21,USA,N,M,Unprovoked,1980
2941,Surfing,15,USA,N,M,Unprovoked,1980
2942,Surfing,22,USA,N,M,Unprovoked,1980
2943,Surfing,26,USA,U,M,Unprovoked,1980
2945,Surfing,16,USA,N,M,Unprovoked,1980
2949,Surfing,26,USA,N,M,Unprovoked,1980
2952,Fishing,43,USA,N,M,Provoked,1980
2958,Fishing,26,USA,N,M,Provoked,1980
2959,Diving,26,USA,N,M,Unprovoked,1980
2960,Surfing,26,USA,N,M,Unprovoked,1980
2963,Surfing,20,USA,N,M,Unprovoked,1980
2964,Diving,36,USA,N,M,Unprovoked,1980
2965,Diving,28,USA,N,M,Unprovoked,1980
2966,,26,USA,,M,Not confirmed,1980
2968,Surfing,17,USA,,M,Not confirmed,1980
2973,Several,26,USA,N,M,Unprovoked,1980
2974,Swimming,17,USA,N,M,Unprovoked,1980
2975,Swimming,43,USA,,M,Not confirmed,1980
2976,Swimming,19,USA,N,F,Unprovoked,1980
2979,Swimming,20,USA,N,M,Unprovoked,1980
2981,,8,USA,N,F,Unprovoked,1980
2982,Sailing,26,USA,N,M,Unprovoked,1980
2983,,26,USA,,F,Not confirmed,1980
2984,Surfing,16,USA,N,M,Unprovoked,1980
2988,Surfing,18,USA,N,M,Unprovoked,1980
2990,Fishing,26,USA,N,F,Unprovoked,1980
2991,Swimming,26,USA,N,F,Unprovoked,1980
2992,Swimming,75,USA,Y,F,Unprovoked,1980
2993,Diving,26,USA,N,M,Unprovoked,1980
2994,Diving,29,USA,Y,M,Unprovoked,1980
2999,Surfing,24,USA,Y,M,Unprovoked,1980
3001,Fishing,26,USA,N,M,Unprovoked,1980
3004,Diving,59,USA,N,M,Unprovoked,1980
3005,Swimming,19,USA,N,M,Unprovoked,1980
3006,Surfing,26,USA,U,M,Unprovoked,1980
3007,Surfing,17,USA,N,M,Unprovoked,1980
3008,Surfing,24,USA,N,M,Unprovoked,1980
3009,Surfing,28,USA,N,M,Unprovoked,1980
3010,Surfing,26,USA,N,M,Unprovoked,1980
3011,Swimming,26,USA,Y,M,Unprovoked,1980
3012,Surfing,25,USA,N,M,Unprovoked,1980
3013,Surfing,24,USA,N,M,Unprovoked,1980
3014,Surfing,15,USA,N,M,Unprovoked,1980
3015,Several,19,USA,N,M,Provoked,1980
3016,Fishing,26,USA,,M,Not confirmed,1980
3017,Diving,26,USA,N,M,Unprovoked,1980
3018,Several,19,USA,Y,F,Unprovoked,1980
3020,Swimming,16,USA,N,F,Unprovoked,1980
3022,Several,26,USA,N,M,Unprovoked,1980
3025,,26,USA,,M,Not confirmed,1980
3026,Diving,26,USA,Y,M,Unprovoked,1980
3029,Diving,32,USA,N,M,Unprovoked,1980
3030,Diving,26,USA,N,M,Unprovoked,1980
3035,Several,19,USA,N,M,Unprovoked,1980
3036,Surfing,24,USA,N,M,Unprovoked,1980
3042,Surfing,15,USA,N,M,Unprovoked,1980
3044,Several,25,USA,N,M,Unprovoked,1980
3054,Surfing,29,USA,N,M,Unprovoked,1980
3055,Surfing,19,USA,N,M,Unprovoked,1980
3057,Fishing,10,USA,N,F,Unprovoked,1980
3058,Several,26,USA,N,M,Unprovoked,1980
3060,Surfing,15,USA,N,M,Unprovoked,1980
3061,Several,22,USA,N,F,Unprovoked,1980
3062,Surfing,26,USA,N,M,Unprovoked,1980
3063,Surfing,26,USA,N,M,Unprovoked,1980
3064,Diving,44,USA,N,F,Provoked,1980
