,Activity,Age,Country,Fatal (Y/N),Sex,Type,Decade
0,Paddling,57,USA,N,F,Boat,2010
1,Standing,11,USA,N,F,Unprovoked,2010
2,Surfing,48,USA,N,M,Not confirmed,2010
7,Fishing,52,USA,N,M,Unprovoked,2010
8,Walking,15,USA,N,M,Unprovoked,2010
9,Standing,12,USA,N,M,Unprovoked,2010
11,Boogie boarding,10,USA,N,M,Unprovoked,2010
12,Swimming,10,USA,N,M,Unprovoked,2010
25,Body boarding,29,USA,N,M,Unprovoked,2010
35,Stand-Up Paddleboarding,25,USA,N,M,Unprovoked,2010
53,Surfing,54,USA,N,F,Unprovoked,2010
54,Surfing,35,USA,N,F,Unprovoked,2010
60,Spearfishing,25,USA,N,M,Unprovoked,2010
61,Surfing,14,USA,N,F,Unprovoked,2010
67,Stand-Up Paddleboarding,26,USA,N,M,Unprovoked,2010
69,Surfing ,17,USA,N,M,Unprovoked,2010
70,Swimming,60,USA,N,F,Unprovoked,2010
73,Swimming,26,USA,N,M,Unprovoked,2010
74,Surfing,54,USA,N,M,Unprovoked,2010
75,Snorkeling,40,USA,N,F,Unprovoked,2010
77,Surfing,26,USA,N,M,Unprovoked,2010
79,Surfing,33,USA,,M,Not confirmed,2010
80,Surfing,26,USA,N,M,Unprovoked,2010
81,Surfing,26,USA,N,M,Unprovoked,2010
83,Surfing,28,USA,N,M,Unprovoked,2010
87,Surfing,18,USA,N,M,Unprovoked,2010
93,Swimming,26,USA,N,M,Unprovoked,2010
94,Swimming,26,USA,N,F,Unprovoked,2010
95,Surfing,17,USA,N,M,Unprovoked,2010
97,Wading,3,USA,N,F,Unprovoked,2010
100,SUP,69,USA,N,M,Unprovoked,2010
102,Swimming,13,USA,N,M,Unprovoked,2010
104,Fishing,34,USA,N,M,Provoked,2010
105,Kayaking / Fishing,26,USA,N,M,Boat,2010
106,Skimboarding,15,USA,N,M,Unprovoked,2010
107,Swimming,10,USA,,M,Not confirmed,2010
108,,12,USA,N,F,Unprovoked,2010
112,,26,USA,N,F,Unprovoked,2010
114,,40,USA,N,F,Unprovoked,2010
115,Swimming,8,USA,,F,Not confirmed,2010
116,Kayaking,40,USA,N,M,Boat,2010
118,Surfing,26,USA,N,M,Unprovoked,2010
120,Kayaking,26,USA,N,M,Boat,2010
121,Swimming,46,USA,N,M,Unprovoked,2010
125,Fishing,26,USA,,M,Not confirmed,2010
126,Swimming,16,USA,N,F,Unprovoked,2010
127,Surfing,26,USA,N,M,Unprovoked,2010
128,Swimming,14,USA,N,F,Unprovoked,2010
135,Surfing,19,USA,N,M,Unprovoked,2010
137,Spearfishing,26,USA,N,M,Unprovoked,2010
139,Touching a shark,20,USA,N,F,Provoked,2010
140,Feeding sharks,26,USA,N,M,Unprovoked,2010
145,Surfing,18,USA,,F,Not confirmed,2010
146,Swimming,26,USA,N,F,Unprovoked,2010
148,Surfing,33,USA,N,F,Unprovoked,2010
151,Photo shoot,26,USA,,F,Not confirmed,2010
153,Swimming,26,USA,,M,Not confirmed,2010
154,,26,USA,N,,Unprovoked,2010
156,Surfing,28,USA,N,M,Unprovoked,2010
157,Surfing,17,USA,N,M,Unprovoked,2010
158,Surfing,26,USA,N,F,Unprovoked,2010
160,Surfing,35,USA,N,F,Unprovoked,2010
161,Paddle boarding,10,USA,N,F,Unprovoked,2010
162,Swimming,21,USA,N,F,Unprovoked,2010
163,Swimming,16,USA,N,M,Unprovoked,2010
164,Swimming,51,USA,N,F,Unprovoked,2010
166,Swimming,17,USA,N,F,Unprovoked,2010
167,Surfing,58,USA,N,M,Unprovoked,2010
169,Kayaking,26,USA,N,M,Boat,2010
176,Swimming,22,USA,N,M,Unprovoked,2010
179,Tagging sharks,26,USA,N,,Boat,2010
182,,26,USA,N,M,Unprovoked,2010
185,,26,USA,N,M,Unprovoked,2010
188,Wading,47,USA,N,M,Unprovoked,2010
190,Surfing,16,USA,N,M,Unprovoked,2010
195,Surfing,19,USA,,M,Not confirmed,2010
199,Floating,58,USA,N,F,Unprovoked,2010
200,Surfing,41,USA,N,M,Unprovoked,2010
201,Surfing,42,USA,N,M,Unprovoked,2010
203,Surfing,36,USA,N,M,Unprovoked,2010
205,Snorkeling,66,USA,N,F,Unprovoked,2010
208,Surfing,29,USA,N,M,Unprovoked,2010
209,Surfing,21,USA,N,M,Unprovoked,2010
210,Surfng,32,USA,N,M,Unprovoked,2010
212,Surfing,16,USA,N,M,Unprovoked,2010
213,Surfing,36,USA,N,M,Unprovoked,2010
214,Surfing,43,USA,N,M,Unprovoked,2010
215,Surfing,43,USA,N,M,Unprovoked,2010
219,Wading,26,USA,N,M,Unprovoked,2010
220,Swimming,51,USA,N,F,Unprovoked,2010
222,Boogie boarding,12,USA,N,F,Unprovoked,2010
224,Body boarding,9,USA,N,M,Unprovoked,2010
225,Spearfishing,22,USA,N,M,Unprovoked,2010
227,Surfing,25,USA,N,M,Unprovoked,2010
228,Surfing,37,USA,N,M,Unprovoked,2010
230,Wading,49,USA,N,M,Unprovoked,2010
232,SUP Foil boarding,21,USA,N,M,Unprovoked,2010
233,Surfing,22,USA,N,M,Unprovoked,2010
237,Lobstering,43,USA,N,M,Provoked,2010
243,Fishing in Alabama Deep Fishing Rodeo,26,USA,N,,Boat,2010
244,Surfing,9,USA,N,F,Unprovoked,2010
245,,11,USA,N,F,Unprovoked,2010
246,Kite surfing,61,USA,N,M,Unprovoked,2010
247,Swimming,26,USA,N,M,Unprovoked,2010
250,Fishing for squid,26,USA,N,M,Boat,2010
251,Fishing,59,USA,N,M,Provoked,2010
252,Fishing for sharks,26,USA,N,M,Boat,2010
253,Swimming,42,USA,N,F,Unprovoked,2010
255,,35,USA,N,M,Unprovoked,2010
256,Surfing,11,USA,N,M,Unprovoked,2010
259,Floating,42,USA,N,M,Unprovoked,2010
260,Wading,26,USA,N,M,Unprovoked,2010
261,Surfing,26,USA,N,M,Unprovoked,2010
263,Floating in tube,6,USA,N,F,Unprovoked,2010
264,Standing,19,USA,N,M,Unprovoked,2010
265,Surfing,27,USA,,M,Not confirmed,2010
266,Swimming,64,USA,N,M,Unprovoked,2010
272,Swimming,52,USA,N,F,Unprovoked,2010
273,Swimming,13,USA,N,M,Unprovoked,2010
274,Swimming,57,USA,N,F,Unprovoked,2010
275,Swimming,22,USA,N,F,Unprovoked,2010
276,Swimming,11,USA,N,F,Unprovoked,2010
277,Swimming,48,USA,N,M,Unprovoked,2010
278,Teasing a shark,23,USA,N,F,Provoked,2010
279,Floating,59,USA,N,M,Unprovoked,2010
282,Surfing,15,USA,N,M,Unprovoked,2010
287,Spearfishing,26,USA,N,M,Unprovoked,2010
290,Fishing,34,USA,N,M,Unprovoked,2010
291,SUP,26,USA,,M,Not confirmed,2010
292,Snorkeling,46,USA,N,F,Unprovoked,2010
294,,26,USA,,M,Unprovoked,2010
297,Surfing,26,USA,,,Not confirmed,2010
298,Body surfing,19,USA,N,M,Unprovoked,2010
300,,12,USA,N,M,Unprovoked,2010
312,Surfing,26,USA,N,M,Unprovoked,2010
313,Surfing,15,USA,N,F,Unprovoked,2010
316,Paddle boarding,48,USA,N,M,Unprovoked,2010
322,Paddle boarding,71,USA,N,M,Unprovoked,2010
330,Surfing,26,USA,N,M,Unprovoked,2010
331,Swimming,26,USA,N,F,Unprovoked,2010
332,Surfing,28,USA,N,M,Unprovoked,2010
335,Swimming,54,USA,N,M,Unprovoked,2010
336,Wading,28,USA,N,F,Unprovoked,2010
341,Surfing,21,USA,N,M,Unprovoked,2010
342,Surfing,21,USA,N,M,Unprovoked,2010
344,Surfing,32,USA,,M,Not confirmed,2010
345,Swimming,44,USA,N,M,Unprovoked,2010
346,Kayak Fishing,26,USA,N,M,Boat,2010
347,Boogie boarding,9,USA,N,F,Unprovoked,2010
348,Surfing,25,USA,N,M,Unprovoked,2010
351,Body boarding,22,USA,N,M,Unprovoked,2010
352,Wading,13,USA,N,M,Unprovoked,2010
353,Surfing,14,USA,N,M,Unprovoked,2010
354,Surfing,22,USA,N,M,Unprovoked,2010
356,Kayak fishing,26,USA,N,M,Boat,2010
357,Surfing,14,USA,N,M,Unprovoked,2010
358,Spearfishing,27,USA,N,M,Unprovoked,2010
359,Wading,12,USA,N,M,Unprovoked,2010
360,Photographing fish,16,USA,N,M,Unprovoked,2010
361,Kayak Fishing,26,USA,N,M,Boat,2010
362,Swimming,26,USA,N,M,Unprovoked,2010
363,Surfing,20,USA,N,M,Unprovoked,2010
365,Stand-Up Paddleboarding,50,USA,N,F,Unprovoked,2010
366,Kayak Fishing,29,USA,N,M,Provoked,2010
368,,26,USA,N,M,Unprovoked,2010
371,Surfing,54,USA,N,F,Unprovoked,2010
372,Surfing,21,USA,N,M,Unprovoked,2010
373,,26,USA,,M,Not confirmed,2010
375,Surfing,15,USA,N,M,Unprovoked,2010
376,Walking,10,USA,N,F,Unprovoked,2010
377,Kayak Fishing,22,USA,N,M,Boat,2010
379,Spearfishing,57,USA,N,M,Provoked,2010
383,Surfing,25,USA,N,M,Unprovoked,2010
384,Floating,35,USA,,F,Not confirmed,2010
386,Kayak Fishing,31,USA,N,M,Provoked,2010
391,Treading water,39,USA,,M,Not confirmed,2010
394,,32,USA,N,M,Unprovoked,2010
397,Swimming,68,USA,N,M,Unprovoked,2010
399,Playing in the water,12,USA,N,M,Unprovoked,2010
400,Swimming,18,USA,N,M,Unprovoked,2010
402,Swimming,26,USA,,F,Not confirmed,2010
404,Standing,43,USA,N,M,Unprovoked,2010
406,Body surfing?,47,USA,N,M,Unprovoked,2010
407,Swimming,6,USA,N,M,Unprovoked,2010
409,Standing,9,USA,N,M,Unprovoked,2010
411,Swimming,10,USA,N,M,Unprovoked,2010
412,Wading,16,USA,N,M,Unprovoked,2010
413,Wading,12,USA,N,F,Unprovoked,2010
414,,26,USA,N,F,Unprovoked,2010
415,Boogie boarding,13,USA,N,F,Unprovoked,2010
416,Playing,11,USA,N,M,Unprovoked,2010
417,Attempting to rescue a shark,17,USA,N,F,Unprovoked,2010
419,Standing,14,USA,N,F,Unprovoked,2010
420,Wading,19,USA,N,F,Unprovoked,2010
422,Swimming,13,USA,N,F,Unprovoked,2010
423,Surfing,18,USA,N,M,Unprovoked,2010
424,,30,USA,N,M,Unprovoked,2010
426,Swimming,26,USA,N,M,Unprovoked,2010
429,Snorkeling,65,USA,Y,F,Unprovoked,2010
430,Wading,63,USA,N,M,Unprovoked,2010
433,Photographing the shark,48,USA,N,M,Unprovoked,2010
436,Spearfishing,70,USA,N,M,Unprovoked,2010
441,Standing / Snorkeling,58,USA,N,M,Unprovoked,2010
452,Shark fishing,20,USA,N,M,Provoked,2010
455,Fishing,26,USA,N,M,Boat,2010
459,Swimming after falling overboard,38,USA,,M,Not confirmed,2010
462,,12,USA,N,M,Unprovoked,2010
467,Surfing,50,USA,N,M,Unprovoked,2010
475,,26,USA,N,,Boat,2010
476,Surfing,44,USA,N,M,Unprovoked,2010
477,Snorkeling,53,USA,N,M,Unprovoked,2010
479,Surfing,18,USA,N,M,Unprovoked,2010
480,Surfing,34,USA,N,F,Unprovoked,2010
482,Stand-Up Paddleboarding,26,USA,N,F,Unprovoked,2010
483,Stand-Up Paddleboarding,26,USA,N,M,Unprovoked,2010
484,Canoeing,26,USA,N,F,Boat,2010
485,Surfing,26,USA,N,M,Unprovoked,2010
487,Standing in inner tube,7,USA,N,F,Unprovoked,2010
488,Body surfing or Boogie boarding,26,USA,N,F,Unprovoked,2010
490,Surfing,29,USA,N,M,Unprovoked,2010
491,Fishing,40,USA,N,F,Unprovoked,2010
492,Surfing,15,USA,N,M,Unprovoked,2010
493,Kayaking,26,USA,N,M,Boat,2010
494,Kayaking ,26,USA,N,M,Boat,2010
495,Surfing,28,USA,N,M,Unprovoked,2010
497,Surfing,26,USA,N,M,Unprovoked,2010
499,Surfing,26,USA,,M,Not confirmed,2010
501,Fishing ,43,USA,N,M,Unprovoked,2010
502,Kayaking ,26,USA,N,F,Boat,2010
503,Fishing,52,USA,N,M,Provoked,2010
505,Body surfing,13,USA,N,F,Unprovoked,2010
506,Surfing,17,USA,N,M,Unprovoked,2010
507,,26,USA,,,Not confirmed,2010
508,Fishing,33,USA,N,M,Provoked,2010
510,Surfing,29,USA,N,M,Unprovoked,2010
511,Standing,26,USA,N,F,Unprovoked,2010
512,Fishing for sharks,26,USA,N,M,Provoked,2010
513,Kite boarding,26,USA,N,,Unprovoked,2010
515,Standing,26,USA,N,M,Unprovoked,2010
516,,26,USA,N,M,Unprovoked,2010
518,Swimming,10,USA,N,F,Unprovoked,2010
519,Swimming,7,USA,N,M,Unprovoked,2010
520,Boogie boarding,10,USA,N,M,Unprovoked,2010
521,Swimming,45,USA,N,F,Unprovoked,2010
522,Surfing,26,USA,N,M,Unprovoked,2010
523,Boogie boarding,8,USA,N,M,Unprovoked,2010
526,Swimming,26,USA,N,M,Unprovoked,2010
528,Standing,8,USA,N,M,Unprovoked,2010
530,Swimming,61,USA,N,M,Unprovoked,2010
531,Swimming,39,USA,N,M,Unprovoked,2010
533,Body surfing,26,USA,N,M,Unprovoked,2010
534,Surfing,14,USA,N,M,Unprovoked,2010
535,Swimming,26,USA,N,M,Provoked,2010
536,Surfing,26,USA,N,M,Unprovoked,2010
537,Body surfing,19,USA,N,M,Unprovoked,2010
544,Standing,16,USA,N,M,Unprovoked,2010
547,Kneeling in the water,14,USA,N,F,Unprovoked,2010
548,Swimming,22,USA,N,F,Unprovoked,2010
550,Tagging sharks,37,USA,N,F,Unprovoked,2010
554,Body boarding,38,USA,N,F,Unprovoked,2010
556,Wading,44,USA,N,F,Unprovoked,2010
557,Surfing,12,USA,N,M,Unprovoked,2010
558,Diving,26,USA,,M,Not confirmed,2010
559,Swimming,40,USA,N,F,Unprovoked,2010
561,Surfing,23,USA,N,M,Unprovoked,2010
563,Swimming,42,USA,N,M,Unprovoked,2010
564,Wading,25,USA,N,M,Unprovoked,2010
567,Surfing,26,USA,N,M,Unprovoked,2010
568,Surfing,26,USA,N,M,Unprovoked,2010
572,Kite Surfing,26,USA,N,M,Unprovoked,2010
573,Surfing,9,USA,N,M,Unprovoked,2010
579,Surfing,21,USA,N,M,Unprovoked,2010
588,Free diving / Photographing pilot whales,26,USA,N,M,Unprovoked,2010
593,Boogie boarding,29,USA,N,M,Unprovoked,2010
594,Surfing,30,USA,N,M,Unprovoked,2010
596,Kayaking / Fishing,57,USA,Y,M,Unprovoked,2010
598,Snorkeling,58,USA,N,F,Unprovoked,2010
600,Surfing,25,USA,N,M,Unprovoked,2010
603,Body boarding,16,USA,N,M,Unprovoked,2010
604,Surfing,26,USA,N,M,Unprovoked,2010
605,Kiteboarding,46,USA,N,M,Unprovoked,2010
610,Diving ,45,USA,N,M,Unprovoked,2010
611,Surfing,25,USA,N,M,Unprovoked,2010
612,Wading,6,USA,N,M,Unprovoked,2010
615,Surfing,45,USA,N,M,Unprovoked,2010
616,Wading,12,USA,N,M,Unprovoked,2010
617,Surfing,50,USA,N,M,Unprovoked,2010
619,Standing,7,USA,N,M,Unprovoked,2010
620,Swimming,45,USA,N,M,Unprovoked,2010
621,Surfing,26,USA,N,M,Unprovoked,2010
622,Swimming,21,USA,N,M,Unprovoked,2010
623,Surfing,13,USA,N,F,Unprovoked,2010
624,,26,USA,U,F,Unprovoked,2010
625,Surfing,43,USA,N,M,Provoked,2010
626,Standing,25,USA,N,M,Unprovoked,2010
627,Swimming,17,USA,N,M,Unprovoked,2010
628,,3,USA,N,M,Provoked,2010
630,Casting a net,9,USA,N,M,Unprovoked,2010
632,Swimming,26,USA,N,M,Unprovoked,2010
633,Marathon swimming,47,USA,,F,Not confirmed,2010
635,Boogie boarding,11,USA,N,F,Unprovoked,2010
637,Surfing,16,USA,N,M,Unprovoked,2010
638,Surfing,26,USA,N,F,Unprovoked,2010
639,Snorkeling,20,USA,Y,F,Unprovoked,2010
640,Kiteboarding,19,USA,N,F,Unprovoked,2010
641,Surfing,10,USA,N,M,Unprovoked,2010
643,Fishing,17,USA,N,M,Unprovoked,2010
644,Snorkeling,56,USA,N,F,Unprovoked,2010
645,Swimming,32,USA,N,M,Unprovoked,2010
648,Surfing,18,USA,N,M,Unprovoked,2010
652,Walking in surf,50,USA,N,F,Unprovoked,2010
653,Swimming ,26,USA,N,M,Unprovoked,2010
656,Wading,63,USA,N,F,Unprovoked,2010
661,Kayaking / Fishing,26,USA,N,M,Boat,2010
662,Swimming,26,USA,N,M,Unprovoked,2010
663,Swimming,14,USA,N,M,Unprovoked,2010
664,Swimming,28,USA,N,M,Unprovoked,2010
665,Swimming,15,USA,N,M,Unprovoked,2010
667,Surfing,26,USA,N,F,Unprovoked,2010
668,Boogie Boarding,10,USA,N,F,Unprovoked,2010
669,Fishing for sharks,58,USA,N,M,Provoked,2010
671,Diving,32,USA,N,M,Unprovoked,2010
672,Swimming,11,USA,N,M,Unprovoked,2010
676,Surfing,42,USA,,M,Not confirmed,2010
678,Surfing,16,USA,N,M,Unprovoked,2010
682,Playing in the surf,9,USA,N,M,Unprovoked,2010
684,Surfing,21,USA,N,M,Unprovoked,2010
687,Swimming,50,USA,N,M,Unprovoked,2010
689,Surfing,58,USA,N,M,Unprovoked,2010
701,Surfing,26,USA,N,,Unprovoked,2010
702,Surfing,26,USA,N,M,Unprovoked,2010
703,Surfing,16,USA,N,M,Unprovoked,2010
709,Surfing,43,USA,N,M,Unprovoked,2010
712,Swimming,26,USA,N,M,Unprovoked,2010
717,Surfing,60,USA,N,M,Unprovoked,2010
720,Snorkeling,61,USA,N,M,Unprovoked,2010
723,Surfing,14,USA,N,M,Unprovoked,2010
724,Diving,30,USA,N,M,Unprovoked,2010
725,Surfing,43,USA,N,M,Unprovoked,2010
726,Surfing,25,USA,N,M,Unprovoked,2010
727,Swimming,51,USA,N,F,Unprovoked,2010
728,Surfing,39,USA,Y,M,Unprovoked,2010
729,,35,USA,N,F,Unprovoked,2010
730,Surfing,24,USA,N,M,Unprovoked,2010
731,Paddle boarding,55,USA,N,M,Unprovoked,2010
732,,26,USA,,M,Not confirmed,2010
734,Windsurfing,42,USA,N,M,Unprovoked,2010
736,Surfing,21,USA,N,M,Unprovoked,2010
737,Surfing,22,USA,N,M,Unprovoked,2010
738,Surfing,52,USA,N,M,Unprovoked,2010
740,Surfing,19,USA,N,,Unprovoked,2010
741,Surfing,25,USA,N,M,Unprovoked,2010
742,Swimming,26,USA,N,M,Unprovoked,2010
743,Surfing,26,USA,N,M,Unprovoked,2010
744,Surfing,37,USA,N,M,Unprovoked,2010
745,Surfing,32,USA,N,M,Unprovoked,2010
746,Boogie boarding,8,USA,N,F,Unprovoked,2010
747,Spearfishing,26,USA,N,,Provoked,2010
748,Swimming or boogie boarding,56,USA,N,F,Unprovoked,2010
752,Wading or swimming,31,USA,N,M,Unprovoked,2010
754,Free diving ,56,USA,N,M,Unprovoked,2010
757,Surfing,17,USA,N,M,Unprovoked,2010
759,Surfing,44,USA,N,M,Unprovoked,2010
760,Body surfing,50,USA,N,M,Unprovoked,2010
761,,12,USA,,M,Not confirmed,2010
766,Swimming,43,USA,N,F,Unprovoked,2010
769,Kayaking,52,USA,N,M,Boat,2010
772,Swimming,6,USA,N,M,Unprovoked,2010
773,Surfing,26,USA,N,M,Unprovoked,2010
774,Sitting in the water,16,USA,N,F,Unprovoked,2010
776,Swimming,12,USA,N,M,Unprovoked,2010
778,Standing,16,USA,,M,Not confirmed,2010
779,Wading,6,USA,N,F,Unprovoked,2010
780,Fishing,23,USA,N,M,Provoked,2010
781,Swimming,18,USA,N,F,Unprovoked,2010
782,Swimming,26,USA,N,M,Unprovoked,2010
783,Swimming,26,USA,N,M,Unprovoked,2010
784,Swimming,16,USA,N,M,Unprovoked,2010
788,Surfing,12,USA,N,F,Unprovoked,2010
789,Boogie Boarding,25,USA,N,M,Unprovoked,2010
790,Wading,33,USA,N,F,Unprovoked,2010
792,Surfing,22,USA,N,M,Unprovoked,2010
793,Kayak Fishing,26,USA,N,M,Boat,2010
795,Kayaking / Fishing,30,USA,N,M,Boat,2010
796,Swimming,47,USA,N,F,Unprovoked,2010
797,Paddle boarding,15,USA,N,F,Unprovoked,2010
798,Surfing,28,USA,N,M,Unprovoked,2010
801,Surfing,28,USA,N,M,Unprovoked,2010
802,,26,USA,N,M,Unprovoked,2010
804,Surfing,21,USA,N,M,Unprovoked,2010
807,Surfing,61,USA,N,M,Unprovoked,2010
808,Surfing,15,USA,N,F,Unprovoked,2010
809,Surfing,17,USA,N,M,Unprovoked,2010
813,Kite Surfing,19,USA,N,M,Unprovoked,2010
816,Kite Surfing,26,USA,N,M,Provoked,2010
820,Snorkeling,26,USA,N,,Unprovoked,2010
826,Surfing,53,USA,N,M,Unprovoked,2010
829,,26,USA,N,M,Unprovoked,2010
832,Surfing,27,USA,N,M,Unprovoked,2010
833,Canoeing,26,USA,N,M,Provoked,2010
838,Surfing,26,USA,N,F,Unprovoked,2010
843,Kayaking,26,USA,N,M,Boat,2010
847,Surfing,27,USA,N,M,Unprovoked,2010
851,Surfing,41,USA,N,M,Unprovoked,2010
853,Surfing,26,USA,N,M,Unprovoked,2010
854,Surfing,26,USA,N,M,Unprovoked,2010
857,Wade fishing,26,USA,N,M,Unprovoked,2010
858,,29,USA,N,M,Unprovoked,2010
859,Surfing,27,USA,,M,Not confirmed,2010
862,Spearfishing,21,USA,N,M,Unprovoked,2010
863,Jumping in the waves,5,USA,N,M,Unprovoked,2010
864,Canoeing,26,USA,N,M,Boat,2010
867,Surfing,25,USA,N,M,Unprovoked,2010
868,Surfing,37,USA,N,M,Unprovoked,2010
870,Surfing,26,USA,N,,Unprovoked,2010
872,Surfing,19,USA,N,M,Unprovoked,2010
873,Surfing,19,USA,N,M,Unprovoked,2010
875,Wade Fishing,39,USA,N,F,Unprovoked,2010
877,Surfing,21,USA,N,M,Unprovoked,2010
878,,10,USA,N,M,Unprovoked,2010
881,Wading,26,USA,N,F,Unprovoked,2010
882,,12,USA,,M,Not confirmed,2010
885,Floating ,27,USA,N,M,Unprovoked,2010
887,Playing in the surf,7,USA,N,M,Not confirmed,2010
888,Swimming,54,USA,N,M,Unprovoked,2010
892,Wade Fishing,26,USA,N,M,Unprovoked,2010
894,Boogie Boarding,6,USA,N,F,Unprovoked,2010
896,Surf fishing,26,USA,N,M,Unprovoked,2010
898,Swimming,12,USA,N,M,Unprovoked,2010
899,Wade Fishing,14,USA,N,M,Unprovoked,2010
905,Playing in the surf,10,USA,N,F,Unprovoked,2010
906,Surfing,26,USA,N,M,Unprovoked,2010
907,Jet skiing,20,USA,N,M,Unprovoked,2010
912,Scuba diving,28,USA,N,M,Unprovoked,2010
914,Spearfishing,28,USA,N,M,Unprovoked,2010
915,Wading,19,USA,N,M,Unprovoked,2010
917,Standing or boogie boardin,22,USA,N,F,Unprovoked,2010
919,Surfing,26,USA,N,F,Unprovoked,2010
920,Paddle boarding,26,USA,N,F,Unprovoked,2010
922,Body surfing,86,USA,N,M,Unprovoked,2010
924,Surfing,37,USA,N,M,Unprovoked,2010
925,Fishing ,26,USA,N,M,Provoked,2010
928,Spearfishing,32,USA,N,M,Unprovoked,2010
930,Surfing ,49,USA,N,M,Unprovoked,2010
934,"Standing, holding shark pup",26,USA,N,M,Provoked,2010
957,Body boarding,16,USA,N,M,Unprovoked,2010
959,Surfing,46,USA,N,M,Unprovoked,2010
968,Snorkeling,33,USA,N,M,Provoked,2010
974,Surfing,26,USA,N,M,Unprovoked,2010
976,Scuba diving,30,USA,N,M,Unprovoked,2010
978,Body boarding,19,USA,Y,M,Unprovoked,2010
984,Surfing,29,USA,N,M,Unprovoked,2010
985,Surfing,18,USA,N,M,Unprovoked,2010
988,Swimming,27,USA,N,M,Unprovoked,2010
990,Surfing,26,USA,N,M,Unprovoked,2010
991,Surfing,24,USA,N,M,Unprovoked,2010
992,Surfing,24,USA,N,M,Unprovoked,2010
995,Boogie Boarding,10,USA,N,M,Unprovoked,2010
997,Kayak Fishing,45,USA,N,M,Boat,2010
1001,Surfing,25,USA,N,M,Unprovoked,2010
1003,Swimming,26,USA,,F,Not confirmed,2010
1004,Kayaking,26,USA,N,M,Boat,2010
1005,Standing,37,USA,N,F,Unprovoked,2010
1006,Standing,16,USA,N,M,Unprovoked,2010
1007,Surfing,20,USA,N,M,Unprovoked,2010
1008,Swimming,10,USA,N,M,Unprovoked,2010
1009,Swimming,13,USA,N,F,Unprovoked,2010
1010,Surfing,55,USA,N,M,Unprovoked,2010
1012,Fishing,26,USA,N,M,Unprovoked,2010
1013,Fishing,26,USA,N,M,Provoked,2010
1015,Fishing,20,USA,N,M,Provoked,2010
1016,Surfing,19,USA,N,M,Unprovoked,2010
1017,Stand-Up Paddleboarding,48,USA,N,M,Unprovoked,2010
1018,Surfing,20,USA,N,M,Unprovoked,2010
1019,Boogie Boarding,6,USA,N,F,Unprovoked,2010
1020,Swimming,13,USA,N,F,Unprovoked,2010
1022,Boogie Boarding,18,USA,N,F,Unprovoked,2010
1024,Surfing,20,USA,N,M,Unprovoked,2010
1025,Fishing,49,USA,N,M,Provoked,2010
1030,Wading,10,USA,N,F,Unprovoked,2010
1031,Measuring sharks,29,USA,N,M,Provoked,2010
1032,Surfing,68,USA,N,M,Unprovoked,2010
1043,Surf fishing / wading,26,USA,N,M,Provoked,2010
1045,Kite Boarding,38,USA,Y,M,Unprovoked,2010
1056,Spearfishing,32,USA,N,M,Unprovoked,2010
1068,Diving,58,USA,N,M,Provoked,2010
1069,Surfing,49,USA,,M,Not confirmed,2010
1070,Wading,10,USA,N,M,Unprovoked,2010
1071,Fishing,31,USA,N,M,Unprovoked,2010
1072,Surfing,22,USA,N,M,Unprovoked,2010
1073,Surfing,27,USA,N,F,Unprovoked,2010
1074,Surfing,18,USA,N,M,Unprovoked,2010
1076,Surfing,21,USA,N,M,Unprovoked,2010
1080,Surfing,26,USA,N,M,Unprovoked,2010
1081,Surfing,54,USA,N,M,Unprovoked,2010
1085,Surfing,26,USA,N,M,Unprovoked,2010
1087,Swimming,26,USA,N,M,Unprovoked,2010
1091,Swimming,60,USA,Y,M,Not confirmed,2010
1095,Surfing,26,USA,N,M,Unprovoked,2010
1097,Swimming,22,USA,N,F,Unprovoked,2010
1099,Swimming,26,USA,N,M,Unprovoked,2010
1100,Surfing,26,USA,N,M,Unprovoked,2010
1101,Wade Fishing,56,USA,N,M,Unprovoked,2010
1106,Wading,14,USA,N,F,Unprovoked,2010
1108,Swimming,26,USA,N,F,Unprovoked,2010
1109,Swimming,19,USA,N,F,Unprovoked,2010
1112,Paddle-surfing,26,USA,N,M,Unprovoked,2010
1114,Boogie Boarding,12,USA,N,F,Unprovoked,2010
1115,Swimming,43,USA,N,F,Provoked,2010
1117,Surfing,26,USA,,M,Not confirmed,2010
1118,Crawling,14,USA,,M,Not confirmed,2010
1124,Swimming,26,USA,N,M,Provoked,2010
1125,Surfing,31,USA,N,M,Unprovoked,2010
1126,Surfing,49,USA,N,M,Unprovoked,2010
1127,Surfing,55,USA,N,M,Unprovoked,2010
1130,,26,USA,N,F,Unprovoked,2010
1131,Surfing,26,USA,N,M,Unprovoked,2010
1132,Surfing,20,USA,N,M,Unprovoked,2010
1134,Surfing,52,USA,N,M,Unprovoked,2010
1135,Surfing,31,USA,N,M,Unprovoked,2010
1136,Spearfishing,49,USA,,M,Not confirmed,2010
1139,Spearfishing,26,USA,N,M,Unprovoked,2010
1140,Wading,15,USA,N,M,Unprovoked,2010
1146,Surfing,17,USA,N,F,Unprovoked,2010
1148,Swimming,61,USA,N,M,Unprovoked,2010
1158,Air Disaster,26,USA,Y,M,Sea Disaster,2010
1183,Kayaking,26,USA,N,M,Boat,2000
1198,Fishing,11,USA,N,M,Unprovoked,2000
1200,Surfing,44,USA,N,M,Unprovoked,2000
